Entry,Date,Author
başkanlık için ben ben dediği iddia edilen siyasetçikadının dedigi ne?çatı aday fikrinin doğru olmadığı ve her partinin kendi adayını çıkarması gerektiği. aynı zamanda çatı aday ben bile olsam uygun değil dedi.neresi yanlış efendiler.  ,19.05.2018 18:06,tekkalan
elinde otuz kişilik bir milletvekili listesi olduğu iddia edilen siyasetçi. eğer ak parti cenahından bomba isimlerle milletvekili listesi yaparsa o zaman ak parti için bir cenaze marşı çalınır.  ,20.05.2018 10:09,tekkalan
"bu yazıyı hayvan hakları mücadelesini önemseyenler için yazıyorum. öte yandan meral akşener ve ekibinin, ne kadar ciddi ve profesyonel bir seçim kampanyası yürüttüğünü anlamak açısından da bilgilendirici olabilir.yıllardır hayvan hakları konusunda hukuki mücadele veren oluşumların içindeyim. ömrümün yarısı belediyelerle görüşmekle, kalan yarısı da adalet bakanlığı ile orman ve su işleri bakanlığı arasında mekik dokumakla geçiyor. bu kapsamda birçok milletvekili, bakan ve üst düzey bürokratla bire bir görüşme imkanı bulmuş, çevre komisyonu çalışmalarında da bulunmuş bir avukatım.cumhurbaşkanı adayları netleşince bütün adayların kalemlerine ulaşarak hayvan hakları konusunda mevzuat değişiklikleri ile ilgili görüşmek üzere randevu talep ettik. bunlardan meral akşener sadece yarım saat içinde, üstelik de bizzat dönüş yaptı ve hemen ertesi güne randevu verdi. bu kadar hızlı dönüş yapmasının sebebini ise ""hak bazlı mücadeleleri çok önemsiyorum, toplumun iyi yönde dönüşümünün bu mücadeleler sayesinde olacağına inanıyorum"" diyerek açıkladı. toplantıda haykonfed yetkilileri ile birlikte hayvanlara adalet derneğinden iki avukat arkadaşımız da hazır bulundu. haber linkihaykonfed'in toplantı yazısı(diğer cumhurbaşkanı adaylarından demirtaş ve ince de geçtiğimiz hafta dönüş yaparak randevu verdiler, görüşmeler iki hafta içinde gerçekleşecek. diğer liderlerle yapılan görüşmeler de gerçekleştikçe (gerçekleşirse) kendi başlıkları altında paylaşacağım.)meral akşener'le yapılan toplantı ile ilgili avukat arkadaşlarımın izlenimleri ve toplantı notlarının derlemesi şöyle:- meral akşener'i son derece samimi ve konuya hakim bulmuşlar. en kolay göz ardı edilen konu olan hayvan hakları konusunda, barınakların durumu, sokak hayvanları, hayvanat bahçeleri, hayvan dövüşleri gibi birçok temel sorun hakkında şaşırtıcı derecede bilgi sahibiymiş. - hiçbir siyasi liderle ilgili kötü bir söz sarf etmemiş. konuyu siyaset eksenine çekmeden hayvanların mağduriyeti ve toplumsal düzeyde ele almış.- o sırada hazır bulunan basın mensupları, hayvan hakları haricinde soru sormak istediklerinde ""bu toplantının konusu hayvan hakları. başka konuları konuşursak hayvanlarla ilgili kısımları yayınlamazsınız, hayvan hakları ikinci planda kalmasın, randevu alın ayrıca görüşelim"" diyerek bu soruları cevaplamaktan kaçınmış. konunun dağılmasına müsaade etmemiş.- oğlunun gezi'de yaralı hayvanlarla ilgilendiğinden bahsetmiş. orada hayvanların da eziyet gördüğünden söz etmiş. - faytonlar, hayvan dövüşleri, yunus parkları konusunda doğrudan yasaklama ve caydırıcı ceza getirilmesi gerektiğini söyleyerek ""hayvanlar mağdurdur ve mağdur olanlar yasayla korunmalıdır. toplumda itilip kakılan kesimlerle ilgili hak mücadeleleri -ki hayvanlar da bu kesimlere dahildir- benim özel ilgi alanıma giriyor."" demiş.- ""iş güç sahibi, meslek sahibi insanlar hayvanlar için toplanıp buraya gelmişse, ben bu yazıyı gözüm kapalı hiç okumadan imzalarım."" diyerek hayvanlarla ilgili beklentilerimizi içeren metni imzalamış. yazının tam metni için- toplantının sonunda akşener ""ben söz verdim size; ama bunu burada bırakmayın, beni takip edin. sözümü tutmazsam yüzüme yüzüme vurun. 'sen bize söz vermiştin kadın, şimdi sözünü tut' diye karşıma dikilin."" demiş.*- biz ""bu kadarına da şükür"" derken, dün iyi partinin istanbul kağıthane teşkilatından bir üye arayarak, pazartesi taleplerimizi bütün ayrıntılarıyla konuşmak ve bir çerçeve oluşturmak için bizden randevu istedi! yalan yok, error verdim, biri trollüyor sandım. ama gerçekmiş. hayvan hakları ile ilgili bir ekip kurmuşlar, sorunları ve yapılabilecekleri görüşmek istiyorlar. pazartesi istanbul ekibimizle tekrar bir toplantı gerçekleştirilecek.seçildiği takdirde, faytonların kaldırılması, pet hayvanlarının satışının/ithalatının/üretiminin yasaklanması, hayvanat bahçelerinin ve yunus parklarının kapatılması, hayvan dövüşlerine, hayvana eziyet ve tecavüze ertelenemez adli hapis cezası getirilmesi, belediyelerin katliamlarına özel düzenleme ile daha ağır yaptırımların öngörülmesi gibi konularda hukuki düzenlemeler yapacağına; ayrıca yıllardır orman ve su işleri bakanlığından ayrı bir bakanlık kurularak merkezi sistemde teşkilatlandırılması gerektiğini savunduğumuz hayvan hakları bakanlığına da kendisi sayesinde kavuşabileceğimize inanıyorum.bizim gözümüzde yaşam alanını bir hayvanla paylaşan, kucağında kendi türünde olmayan bir canlıyı sevgiyle tutabilen bir insan bir adım öndedir. toplantının basına kapalı bölümünde tedavi ettirdiği hayvanları anlatması, kendi koruması altına aldığı hayvandan yola çıkarak sokak hayvanlarıyla empati kurabilmesi, hayvanların hak süjesi olarak kabul görmesi gerektiğinden söz etmesi bizim gözümüzde hep artı puanlar. tanım: başkan olmasını canı gönülden dilediğim lider.edit: selahattin demirtaş'la gerçekleştirilen toplantının ayrıntıları için (bkz: #77478216)  ",20.05.2018 13:00 ~ 29.05.2018 12:33,istenc
(bkz: #77160466)  ,20.05.2018 13:50,kekeme hacivat
(bkz: oq)  ,20.05.2018 13:53,bal dudakli abdal
"aksener ikinci tura kalamaz da , muharrem ince klasik chp oyuyla (%20-30) erdoğan'a ezilirse çok yazık olacak bu memlekete. tahminim bu yönde. umarım yanılırim.  ",01.06.2018 17:08,ah beni beni
kendisine oy vermek icin onumuzdeki haftasonu alti saat yol gidecegim. gonlumden gecen aynen sudur:https://youtu.be/sjjilcthkwq?t=10,01.06.2018 19:23,urkutursunvakvaklari
"ince’nin yayınlanıp kendisinin yayınlanmama sebebinin doğru analizini yapmadığını, doğru taktikle daha çok yer bulabileceğini düşündüğüm cumhurbaşkanı adayı.chp ilk günden beri sürekli troll’lüyor medyayı, zaten ilk golü 15 milletvekili ile akşener ile birlikte attılar ve bütün medya iyi parti ve chp’yi konuştu. hatta 15 vekili chp’den kendilerinin istediğini söyledi. imza toplayarak geçmeye karar verdi ki tartışmalara devam ettirdi. müthiş taktik.ardından chp adayın adını son güne kadar açıklamayarak troll’ledi medyayı, aptala döndü havuz medyası. sonradan ince “adaylığım çok önceden belliydi, taktik icabı açıklamadık” dedi. 15 gün boyunca troll’leyerek pr yapmış oldular medyada.ardından bir canlı yayına bağlanıp ortaya bir fetö bombası bıraktı, ve bu da aynen beklendiği gibi bir etki yarattı, bütün havuz medyası saldırı modundan savunma moduna geçti, savunarak da olsa haberi verdi seyircisine. sonuçta bir terör örgütünden bahsediliyor. artık akp’liler de muharrem ince’yi dinlemek istemeye başladılar, çünkü adam önemli bir şey söylüyor.devamında da rte’yi savunmak zorunda bırakacak açıklamalar yaptı. hatta bir miting konuşmasında “daha durun yavaş yavaş gidiyoruz, bir anda her şeyi ortaya dökmek olmaz, kıvransınlar biraz” dedi. yani troll’lemeler hem zamana yayılmış, hem de kendi içinde atışmalar haline getiriliyor. yani havuz medyası hiç yayınlamasa, erdoğan tekrar ediyor ince’nin söylediklerini.akşener erdoğan’ın kendisini iyi tanıdığını ve çekindiğini söylüyor. kendisi akp’nin kurucusu olmaktan da son anda vazgeçmiş biri. çoğumuzun bilmediğini biliyor ki erdoğan çekiniyor. ablacım konuş o zaman, ne olacak ki? boşversene chp seçmenini, iki katı seçmen var akp’de ve yarısı aşırı politize olmuş seçmen değil. yardır geç gündemin içinden, hatta ince’nin girdiği toplara da gir, kuruluş aşamasını bildiğin parti sonuçta. işlenebilecek bir sürü malzeme var yahu, benim bile aklıma bir sürü şey geliyor. bildiğin ne varsa kullanarak saldır ki savunmak zorunda kalsınlar.  ",01.06.2018 19:33 ~ 19:50,oci
mükemmel bi propaganda yapıyor helal olsun çalışan kazanacak buda sen olacaksın yürü be abla umudumuz sensin !  ,01.06.2018 19:40,halis muhlis
siyasette özellikle sağ kesimde alternatifin cok olması her zaman vatandaşın faydasınadır. zaten iktidar partisi tarafından yapılmak istenen de sağ kesimi alternatifsiz bırakarak kendisinden başka seçenek bırakmak istememesi. bu açıdan meral akşener ve ekibinin siyasette yeni bir parti kurarak devam etmeleri muhalif sağ seçmen icin iyi bir alternatif olmuştur.  ,01.06.2018 19:45,ihtiyarcoban
"vaadlerini bir kenara koyalım, sadece kadın olduğu için dahi büyük bir kadın popülasyonundan oy alacak olan cumhurbaşkanı adayı.bu ülkenin gerçekten kadınlara ihtiyacı var, erkek kafasından ve bakış açısından yıldı kadınlar. 20'sine kadar annesi, 24'ünden sonra karısı tarafından arkası toplanan adamların, sürekli olarak ""üretmek"" kelimesini kullanması, tüm üretken kadınları illallah ettirdi.  ",01.06.2018 19:46,bira sisesindeki izmarit
mitinglerdeki tarzı çok ama çok pespaye. rahatsız edici derecede bir banallik söz konusu.  ,01.06.2018 20:57,redddadmiral
"incenin adaylığından sonra akşenere bişey oldu. motivasyon düşüklüğü mü desem yorgunluk mu desem. incenin adaylığından sonraki süreci doğru yönetemedi. danışmanlarının hatası olduğunu saymıyorum bile. çok büyük golleri kaçırdı ve şunu da söylemek istiyorum ki artık halkla bu kadar diyalog kurmayın konuşma sırasında. konuşmanız kesiliyor ve mitingin enerjisi düşüyor. seçmeni gaza getirecek klasik cümleler vardır. seçimlerde büyük başarı elde edeceğinize büyük destek olduğuna dair. mesela bugünkü adana mitingini başından sonuna kadar izledim. sadece bir kere türkeşin adını andı ve mhpden iyi partiye geçen seçmen oradayken bahçeliye iki çift laf etmeliydi. anladığım kadarıyla konuşması doğaçlama gidiyor. ama bence promter kullanmalı olmazsa kürsüye metin konulup konuşmanın o metin çerçevesinde ilerlemesi gerekiyor. oy kazanmak istiyosanız bunları yapmalısınız.chp oylarının peşinden koşmayın onlar çoktan inceye gitti milliyetçi muhafazakar oylara yönelin sert sağcı bir demir leydi profili versin.akpnin zarar verdiği halkın ortak değerlerine (din,türklük) değinsin.umarım danışmanları burayı okuyordur 22 gününüz kaldı. aynı devam ederseniz oylar demirtaşın altına bile düşebilir.  ",01.06.2018 20:59,fullmoon
"gönlüm muharrem ince, aklım meral akşener diyor. ülkenin bu her iki güzel insana da ihtiyacı var. hala kararsızım ilk tur için.  ",02.06.2018 00:52,asansorde osuran adam
danışmanları tarafından doğru yönlendirilmiyor bence. mitinglerde sürekli aynı konulara değiniyor seçim beyannamesinden satır başlıkları şekilde bahsetse daha mantıklı olur. anlamsız bir enerji düşüklüğü yaşıyor bana göre . sosyal medya ekibine attığımız mesajlarada hiç cevap verilmiyor göz ardı ediliyor.  ,02.06.2018 09:24,ahal
"gençlere yönelik bakışını takdir ettiğim lider. politikasını neredeyse tamamen gençler üzerinden belirliyor. bu çok önemli. bu vizyonda başka bir siyasetçi yok şu an. bu kadını şimdiye kadar çok benimseyemedim yani şu son 1,5 yıla kadar benimseyemedim, ama artık erkek egemen bir toplumun körelttiği türk kadınına ve umutsuzluğa terkedilen gençliğe inanılmaz umut veriyor. tüm kalbimle destekliyorum şu entryi şuraya koyalım 77135652 bu videoyu 19 mayıs için gençlere hediye olarak hazırlamışlar. hiç bir siyasi propaganda yok. gençlerin durumunun ne kadar vahim olduğunu kliple, şarkı sözleriyle bu kadar iyi anlatamazlardı. video sonunda bir mesaj var ""bizler yolu açıyoruz sizler yürüyeceksiniz / m. akşener ""o kadar umutsuzluğa terkedildik ki inanmakta zorlanıyorum böyle bir lider olduğuna. sosyal medyada meral anne diyorlar ya anne duyarlılığı bu işte. geçtiğimiz gün katıldığı halk arenası programında anlattığı kadarıyla gençlere yönelik tek politikası gençlere iş bulmak iş bulamadığına maaş bağlamaktan ibaret değil. gençlerle ilgili tespitleri şöyle-""18-25 yaş arası gençler hayal kuramıyor 'kader kısmet nasip' türünden sizden benden daha yaşlı dille konuşuyor. umutları yok. 10 milyona yakın genç işsiz var, bunların bir kısmı iş aramaktan vazgeçmiş. 15 yaşında evlendirilmiş, 18 yaşında çocuk sahibi olmuş bu gençlere hayal kurduramadık. hayal kurması için zorladığımızda ""kuş olup uçmak istiyorum"" cevabını aldık. ""hayallerine saygı duyulan , fikri olan her gence destek olunduğu bir gelecek istediğini. gençlerin girişimcilik ruhunu özel sektörle birlikte destekleyecekleri söyledi.-beyin göçüyle yurtdışına giden gençlerimizi ülkemize geri getireceğiz dedi- gençlerin mezun olmasına rağmen iş bulamadığından aileleri karşısında mağçup kaldığından bahsetti-işsiz gençlerin para harcamak için gündüz dışarı çıkmadığından sabaha kadar sıkıntıdan bilgisayar başında vakit geçirdiğinden bahsetti-kendisinin küçük bir köyde büyüdüğünden ve bu noktaya nasıl geldiğinden bugünkü gençlere bu fırsat sunulmadığından, köyden, varoştan, küçük şehirlerden, alt kesimden gelen çocukların nasıl umutsuzluğa terkedildiğinden bahsetti. -aziz sancardan örnek verdi, cumhuriyetin mardin lisesinden mezun olan bir çocuk ile istanbul robert kolejinden mezun bir gence aynı fırsat eşitliğini sunduğundan ama bu eşitliğin artık bozulduğundan bahsetti. -polis kolejindeki öğrencilerden bahsetti. bu çocukların garibanlığından, gariban olduğu için cemaatlere mecbur bırakıldığından bahsetti. yurt yapamazsanız çocuklar cemaat kıskacına düşer, gariban anadolu çocuklarını o okullara girmek için cemaatlere mecbur bıraktılar dedi. -""dünyada tüm dolar milyonerleri artık gençler. teknoloji üretiyorlar benim ülkemin genci aptal mı niye yapamıyor, bizim gençlerimizin pratik zekası hepsinden iyi. 15 yaş altı çocuklar pisa testinde matematik becerinde başarısız eğitimi bu hale kim getirdi, bırakın gençleri okul müdürleri üzerinde yapılan araştırmada müdürlerin dahi okuyup anlama becerilerinin ne kadar düşük olduğu ortaya çıktı .""-""ülkeye onlarca üniversite açtılar içinde akademisyen yok. ben akademisyenim, eski öğrencime sordum şu üniversitede kaç tane hoca var diye. bina mükemmel ama içinde 3 yard. doç varmış onlar da fetö'den alınmış, bir tane araştırma görevlisi tüm derslere giriyor. bu üniversitenin verdiği eğitim ne kadar kaliteli olabilir."" - tüm gençlerin üniversitelere yönlendirildiğinden içinde akademisyen olmayan üniversitelerin sadece diploma verdiğinden, beceri uyumsuzluğundan bahsetti. ara eleman bulunamadığı için sanayi sektrörünün içine düştüğü girdabı dile getirdi.-gençlere verilecek vatandaşlık maaşının devlete yük olmadığından , aksine bu gençlere yapılacak yatırımın ülkenin geleceğine yapıldığından bahsetti.- gençlerin akp teşkilatlarından yazı almadan iş bulamadığından, kendi kuracağı sistemde tc vatandaşı her insana eşit davranacaklarının sözünü verdi.-mülteci konusunda yaklaşımı inanılmaz vizyoner. mültecilerin ülkelerinde yaşamalarının yollarını açıp bunun yerine 100.000 öğrencinin bu ülkede okumasının yolunu açarsanız yüz milyar para kazanırsınızedit: entryi daha önce eklemiştim arkadaşlar, bir nebze imla hatalarını düzeltip tekrar ekledim. yine de düzeltilecek, eklenecek bir şeyler çıkarsa diye özür diliyorum :)).  ",22.05.2018 09:15,mermar
"türkiye genelinde seçmenin güven duyduğu türden eli sopalı, bir seven iki döven, seçilirse disiplin anlamında erdoğan’ı mumla aratacak, tam bir sıkıyönetim altında bizi inim inim inletecek ve tam da bu yüzden ful biat yanında olunması gereken lider. devlet babanın gerçek yüzü. özellikle sağ seçmenin dikkatini çekecek türden acımasız. erkeklikte onunla yarışacak lider de yok. tahminim seçim yaklaştıkça tarzı sertleşecek ve toplumun ihtiyaç duyduğu güven duygusuna hitabeti artacaktır. doğru olanı yapıyor.  ",22.05.2018 09:21,epiphany
meral akşener'in istanbul bakanlığı vaadi/@bu alemi bilmeyen imparator olamaz,22.05.2018 15:15,bu alemi bilmeyen imparator olamaz
erdoğan akşener'i özellikle yok sayıyor. çünkü ona dinsiz damgası yapıştıramıyor. sağcılık silahını iyi parti'ye kaptırmak en büyük kabusu. zaten mhp yüzünden de kürtlerin oyunu harcadı cumhurbaşkanı.  ,22.05.2018 17:09,einemeinekeine
eskileri hala unutmadim akşener hanim. sonsuz oyum bile olsa aklimin ucundan bile gecmez sana 1 tanesini vermek.  ,22.05.2018 17:15,ezur8689
şuanda antalya’da konuşmakta olan cumhurbaşkanı adayı. bir tek trt haber canlı vermektedir. edit: trt reklama girdi.  ,22.05.2018 17:42 ~ 17:45,ucan insanlar
gerçekten oy verirken herhangi bir seçim yaptığınızı düşünüyor musunuz?  ,22.05.2018 18:12,gasmirow
"http://www.hurriyet.com.tr/…glu-aciklamasi-40845088yusuf halaçoğlu'na yaptığı çok büyük ayıp olan kişi.neymiş kayseri 1. sırayı istememiş de, izmir-ankara 1.sıra istemiş, orada genel başkan yardımcıları varmış diye aday gösterilmemiş.yusuf halaçoğlu'ndan bahsediyoruz. son ana kadar muharrem ince mi, meral akşener mi diye düşüneceğim gibi görünüyordu. muharrem ince ön plandaydı. şimdi güzel bir şekilde tereddüt bırakmadı.yarın ümit özdağ'a da aynı şeyi yapmayacağın ne malum?yusuf halaçoğlu seni ilk destekleyenlerdendi, sen nasıl onu milletvekili adayı göstermezsin, nasıl istediği yere koymazsın? ayıp, ayıp.  ",22.05.2018 18:23,damien rice sarkilarinin hayrani
son yaptığı mitingi (bkz: tele 1) den başka hiçbir kanal canlı vermemiştir.  ,22.05.2018 18:27 ~ 18:28,pis fakir
gozlugu kendisine cok yakistiriyorum. daha modern ve genc bir gorunum veriyor. bence surekli takmali.  ,22.05.2018 19:48,supurgesini satan cadi
"başkan adayı değil de cinsel gücü kuvvetlendirici ilaç markası sanki. ana akım medyada kendine yer verilmiyor kulaktan kulağa ilerlemeye çalışmak zorunda bırakılıyor. ama bir şekilde gece başını yastığa koyan seçmene ""acaba denesek cidden farkı görür müyüz?"" dedirtiyor.  ",20.05.2018 15:11,portakalkoy
başa geçmesi durumunda 28 şubat'ta olduğu gibi bir medya ambargosu ile karşı karşıya kalacağı besbelli olan siyasetçi. ancak o dönemden kalan tecrübeyle altından kalkacaktır diye umuyorum...  ,20.05.2018 15:25,tekkalan
"kendisine neden ""abla"" deniyor diye merak ettiğim siyasetçi. gündemden o kadar uzağım ki kaçırmışım. kadın siyasetçilerin topluma yaranmak için ana, bacı, nine... gibi sexless kimliklere bürünme taktiğinin bir sonucu herhalde. çiller de ""ben sizin ananızım"" gibi bir şey diyordu yanlış hatırlamıyorsam.  ",20.05.2018 18:50,the blue bus is calling us
ne sağcıdır ne solcu sapına kadar amerikancıdır. kontrgerilla'nın gözbebeğidir. kendileri tekrardan bir yerlere getirilmeden peşin yazalım da ileride yapacağı katliamların vicdani sorumluluğunu üzerimizden atmış olalım. bu kadını el birliği ile bir yerlere getirecek olanlar akp'yi getirenler gibi sıvışamayacaksınız. tescilli bir katil-mafya koruyucusuna destek veriyorsunuz!  ,20.05.2018 20:50,bayat taze fasulye
(bkz: ince mi akşener mi tartışması yapmama kampanyası)  ,20.05.2018 20:52,goldencrab
.  ,20.05.2018 22:53 ~ 29.10.2020 03:44,vycanismajoris29
"eğer ilk turda %20 ve üzeri bir oy alırsa gerçekten büyük bir iş başarmış olur. muhtemelen bu oy oranıyla muharrem ince'yi de geride bırakır ve erdoğan'ın karşısına çok iddialı bir şekilde çıkmış olur. ama şu an için %16-17 civarında bir oyu olduğunu düşünüyorum. chp seçmeninden bir kısım insan kendisine oy verecek tamam ama, özellikle eski merkez sağ oylarını almaya uğraşmalı. şu an akp'ye oy veren seçmenden 6-7 puan almayı başarırsa hem kendisi %20'nin üzerine çıkar, hem de erdoğan'ın %47-48'lerde olan oyunu %41'e kadar indirerek rakibini psikolojik olarak da baya yıpratmış olarak 2.tura kalır ve bu iddiayla da kazanır. son olarak şunu da söyleyeyim, çevremde mhp seçmeni olup, mhp'ye oy verecek olan ama başkanlık seçiminde akşener'e oy atacak kişiler gördüm. böyle düşünen seçmenler de olabilir. bunlar da dip dalga olarak seçim sonucuna etki edebilirler doğrusu.  ",21.05.2018 02:08,oliverpr
türkiye'nin güzel günlere açılan kapısının anahtarıdır. bizlere düşen sadece o kapıyı açmak ve içeri girmek.  ,21.05.2018 02:25,mavinin tutkusu
"şu günlerde sönük kalmaya başlamıştır. kanallar zaten göstermemek için elinden geleni yaparken galiba bir de milletvekili listeleriyle uğraştığı için böyle oluyor. kendisi acilen gündem olmaya geri dönmelidir. muharrem ince’nin cnn’i araması gibi hareketleri kendisinden beklemekteyiz. trt ile başlayarak acilen kanal binalarının önünde gerekirse muharrem inceyle birlikte miting yapmalıdır. gündem olmalı, gündemde kalmalıdır.seçim şarklılarının, özellikle 19 mayıs hediyesi olan yüzünü güneşe dön parçasının çok başarılı olduğunu düşünüyorum. bunların sayıları arttırılmalı. bu şarkıyı söyleyen arkadaşların vereceği konserler de bir renk katar. gençliği yanınıza daha çok çekebilirsiniz. bu yıl bahar festivali yapan üniversitelerin sayısı bir elin parmaklarını geçmiyor malum.  ",21.05.2018 02:38 ~ 02:40,ucan insanlar
basında yandaşlıktan dolayı yeteri kadar süre alamayan iyip lideri.  ,21.05.2018 07:44,luisherr
"geçen gene gaziantep’te mağdur olmuş kişi. çoğu sığırda buna inanıp ‘bozo ongolloyorlor.’ minvalinde ötüyorlar. kadın, valilikçe tüm miting programlarında uygulanan prosedürden mağduriyet çıkarıp ağlaklık yapmaktadır. sen sana verilen yoldan gitme, kapalı yola çıkıp mağdurum ayağına yat. yemezler meral!  ",04.06.2018 11:20,iliklerinekadarask
"chp'den değil chp'deki merkez sağdan oy kayıyor ifadesiyle millet ittifakındaki bileşen olan chp'ye yönelik bir başka hamlede bulunmuş iyi parti lideri. meral hanım şu chp'nin adını anmadan bir formül geliştirmeyi beceremedi, bir koltuk uğruna iticiliğin sınırlarını zorlama peşinde:""2. tura ben kalıyorum. chp'den düşünüldüğü kadar oy kaymıyor bize. chp'nin içinde bulunan merkez sağ seçmeni kayıyor. o da batıdaki, daha doğrusu trakya'da merkez sağın kalesi olan yerlerdeki oyun, daha cumhuriyet değerlerini önceleyen, laiklik hassasiyeti olan, hele atatürk konusunda laf ettirmeyen bir seçmen kitlesidir. onlar chp ye oy verdiler, ama iç anadolu'da da bu merkez sağ seçmeni ak partili oldu.""  ",04.06.2018 11:34,insan donuna girmis telli turna
fanatikleri sürekli muharrem ince'ye sallayıp chp'den oy çalmaya çalışıyorlar. klasik mhp'li kafası işte. iktidar değil koltuk peşindeler. gidin erdoğan'dan oy çalın da birisi ikinci tura kalsın gerizekalılar. böyle giderse bu muhalefet yine birbirine girdi diyip millet erdoğan'a oy verecek. siz de aval aval bakacaksınız.  ,04.06.2018 11:38 ~ 11:41,aybe
(bkz: meral akşener medya ambargosunun kalkması)  ,04.06.2018 11:39,buyuyup buyuk adam olacaktim
gaziantepteki yolunun kesilişini prosedür olduğunu sananların hedef aldığı kişi.ey sevgili arkadaş madem akşenerin güvenliği için yapıldı. neden yarım saat kamyonun çekilmesini beklediler. kadın çıkıp kamyon şöförüyle konuşurken güvenlik zaafiyeti oluşmadı mı? madem prosedür öyleydi neden danışmanlarına haber vermediler.  ,04.06.2018 11:41,fullmoon
"hatırlayanlar olacaktır. 2017 referandumunda hayır afişi bile astırmıyorlardı. her yerde rte ve evet pankartları, bayrakları vardı. çünkü biliyorlardı ki her ne kadar 15 temmuz'un gazı devam etse de büyük çoğunluk başkanlık sistemini istemiyordu. sonuçta büyük şehirler hayır dedi ama yapılan karartmayı hatırlayın diye yazıyorum bunları akp korktuğu düşmanı engellemek için elinden geleni ardına koymaz. bu nedenle kendileri için tehlike iyi parti'dir.  ",04.06.2018 12:06,hogwarts mezunu
kendisi eğer ikinci tura kalırsa beklenenin çok üzerinde kürt kökenli seçmenin de oyunun sahibi olacağını düşündüğüm kişidir.bunun dışında kadınlardan ve akplilerden de muazzam ölçüde oy alacaktır.ilk tur cb seçiminde oy oranının %19-%23 bandında olacağını düşünüyorum. bu sebeple ince ile arasında az bir fark olacaktır. ikinci tura hangisinin kalacağını ise büyük bir merakla bekliyorum.  ,04.06.2018 13:54,walkman
iki gece üst üste türkiye'yi ekran karşısına kilitleyecek olan isimdir. tahminim reyting rekorlarının alt-üst olacağı.  ,04.06.2018 14:59,yaylalar yaylalar
inanıyorum ki projelerini ve kendisini başarılı şekilde herkese anlatacak olan siyasidir. şimdiden bol şans ve başarılar!  ,04.06.2018 15:01,malta erigi
"hem habertürk hem de fox tv yayınıyla birlikte sesini duyurma şansını yakalamıştır. artık bundan sonrası kendi elinde. yani medya ambargosundan yakınacak bir durum kalmadı. muhtemelen bir de star ya da cnn türk yayını olur. seçime 20 gün kaldı üstelik, zamanlama da iyi. duruşu, hitabeti iyi olur; vaat ve projelerini iyi anlatır; muharrem ince'nin yakaladığı havaya benzer bir hava yakalarsa oylarını bir kaç puan artırma şansını yakalamış olur.  ",04.06.2018 15:05,oliverpr
"ıkinci tura kalirsa muharrem ince'den nasil daha buyuk bir potansiyele sahip olabiliyor anlayamiyorum.hdp'den sinirli destek gorecegine gore, kalan hdp oylari kadar oyu akpden koparabilmeli ki muharrem ince ile esit oya ulasabilsin.bu durumda ilk turda meral'a vermeyen akplinin ikimci turda basina tas mi dusecek de birden meral'e oy verecek?ha ilk turda 25-30 alir. hdp %10 ay alirsa ve chp de 20 oy alirsa ancak o zaman ikinci turda sansi olur.ama oyu %15 ise o is zor.%15 iyi +%25 chpchp tamamen destek verse %40larda olur. geri kalan %10'u hdp ve saadet partisinden toplayabilir mi sizce? hdp ve saadetten tam destek almasi lazim.  ",22.05.2018 20:03,supurgesini satan cadi
"lider olmanın birinci kuralı: herkesi memnun etmeye çalışmayacaksınız. bir karar vereceksiniz ve bu karardan bazıları hoşlanacak, bazıları hoşlanmayacak. size düşen; karar vermeden önce iyi düşünmek ve verdiğiniz kararın arkasında durmaktır.adaylık konusunda da herkesin memnun etmek mümkün değil tabii ki. yeter ki yaklaşımda bir sorun olmasın.kısa sürede bir partiyi seçime girecek şekilde ayaklandırabilmek kolay değil. bu süreç içinde doğrular ve yanlışlar olacak. önemli olan ortak aklı hakim kılmak. akşener'e güveniyoruz evet; ancak mucize de beklemiyoruz.  ",22.05.2018 21:52 ~ 21:54,sia
millet artık milletvekilliği için yer beğenmiyor arkadaş. yusuf halaçoğlu nun aday gösterilmemesiyle ilgili konuşuyorum. kayseriden 1. sırada aday olacaksın işte daha ne istiyorsun. kayseriden vekil olunca sanki haftanın 7 günü kayseride mi olacaksın. yine gidersin izmir e ankara ya. bence burada ayıp eden kişi sayın halaçoğlu. ayrıca istediği olmayınca hemen eleştirmeye başlamasını da kendisine hiç yakıştıramadım.  ,22.05.2018 23:01,soyle buyurdu zerdust
halaçoğlu demiş ki -eşim akedemisyen o yüzden ankara ya da izmir istiyorum. kayseri istemiyorum.bahanesi de hazır; eşimin görev yeri. hangi mv seçildiği ilde çakılı bir şekilde görevini icra ettiriyor?bunun yerine halaçoğlu açık açık şunu da söyleyebilirdi-ben kayseri'den iyi parti mv çıkarabileceğimizi düşünmüyorum o yüzden bana izmir ya da ankaradan bir adaylık verin.ben olayın bu şekilde geliştiğini düşünüyorum. kimsenin günahına da girmek istemem.  ,22.05.2018 23:08,sen bana gec geldin ben sana erken
"yusuf halaçoğlu kimdir nedir bilmem ama memur tayini istermiş gibi beni izmir'e verin diyen birini çıkarması ile doğru bir hareket yapmıştır. partin senden en iyi verimi kayseri'de alacağını düşünmüş, hemde birinci sırayı vermiş bu diretme niye...  ",22.05.2018 23:11 ~ 23:12,kefelon
